,posted
52761,2016-07-16
52762,2015-09-15
52763,2016-06-06
52764,2016-03-14
52765,2015-09-27
52766,2015-05-28
52767,2014-04-24
52768,2015-12-25
52769,2015-09-09
52770,2015-05-29
52771,2015-06-13
52772,2015-09-21
52773,2014-12-15
52774,2014-09-24
52775,2013-12-02
52776,2016-05-30
52777,2014-01-23
52778,2014-03-01
52779,2014-01-19
52780,2014-04-25
52781,2014-10-16
52782,2014-07-07
52783,2015-05-03
52784,2014-05-14
52785,2014-07-07
52786,2013-12-17
52787,2013-12-01
52788,2014-03-02
52789,2013-12-23
52790,2013-12-23
52791,2014-07-26
52792,2014-01-05
52793,2014-01-07
52794,2014-01-07
52795,2014-01-07
52796,2014-02-18
52797,2014-02-13
52798,2014-04-28
52799,2016-04-27
52800,2014-05-11
52801,2015-08-29
52802,2015-07-06
52803,2014-07-18
52804,2013-12-16
52805,2013-12-07
52806,2014-01-11
52807,2013-08-08
52808,2014-10-28
52809,2014-09-06
52810,2013-12-22
52811,2015-10-17
52812,2014-11-30
52813,2015-07-28
52814,2014-12-30
52815,2014-04-24
52816,2015-10-17
52817,2015-11-28
52818,2014-09-22
52819,2013-11-26
52820,2014-02-14
52821,2015-04-22
52822,2014-06-25
52823,2014-03-22
52824,2013-12-28
52825,2015-06-19
52826,2015-04-01
52827,2015-11-12
52828,2014-11-24
52829,2015-12-04
52830,2014-07-20
52831,2014-06-20
52832,2014-06-20
52833,2015-02-27
52834,2014-02-15
52835,2015-07-31
52836,2015-06-11
52837,2014-04-07
52838,2014-01-12
52839,2013-06-01
52840,2015-09-01
52841,2015-05-01
52842,2015-01-16
52843,2014-07-09
52844,2015-09-28
52845,2014-07-09
52846,2014-01-05
52847,2015-09-09
52848,2014-04-26
52849,2013-09-14
52850,2014-06-29
52851,2014-03-21
52852,2015-06-25
52853,2015-05-29
52854,2015-03-17
52855,2015-02-12
52856,2014-08-01
52857,2014-07-10
52858,2014-03-06
52859,2015-12-12
52860,2013-12-06
52861,2013-12-29
52862,2014-11-01
52863,2014-04-12
52864,2015-10-31
52865,2015-04-01
52866,2014-07-15
52867,2013-11-09
52868,2015-03-23
52869,2013-11-02
52870,2015-06-25
52871,2015-02-22
52872,2015-02-15
52873,2014-02-12
52874,2015-02-14
52875,2013-09-04
52876,2016-05-19
52877,2015-01-02
52878,2015-01-02
52879,2014-12-02
52880,2014-07-25
52881,2015-01-02
52882,2014-10-07
52883,2014-07-25
52884,2014-07-25
52885,2014-12-25
52886,2014-08-21
52887,2015-12-19
52888,2014-01-06
52889,2013-12-30
52890,2015-03-04
52891,2015-03-04
52892,2014-07-26
52893,2014-07-16
52894,2013-12-18
52895,2012-12-10
52896,2013-12-19
52897,2014-12-20
52898,2013-07-11
52899,2013-07-11
52900,2015-02-28
52901,2014-12-05
52902,2014-09-04
52903,2015-02-18
52904,2015-10-15
52905,2014-04-05
52906,2014-02-01
52907,2014-01-05
52908,2013-04-05
52909,2012-11-26
52910,2014-05-26
52911,2014-02-03
52912,2016-01-10
52913,2015-03-08
52914,2014-04-02
52915,2014-02-07
52916,2014-06-22
52917,2014-07-04
52918,2014-08-15
52919,2014-07-25
52920,2012-10-15
52921,2014-04-04
52922,2013-12-29
52923,2013-12-28
52924,2013-12-23
52925,2013-08-27
52926,2013-01-11
52927,2014-07-11
52928,2013-12-23
52929,2015-09-05
52930,2014-06-08
52931,2015-01-19
52932,2014-11-27
52933,2014-11-27
52934,2014-01-21
52935,2014-06-08
52936,2013-09-02
52937,2012-12-11
52938,2012-12-11
52939,2012-12-07
52940,2014-09-15
52941,2015-06-15
52942,2014-02-15
52943,2014-01-16
52944,2013-12-19
52945,2015-12-31
52946,2016-06-06
52947,2016-02-06
52948,2014-04-11
52949,2015-06-16
52950,2014-06-29
52951,2014-06-22
52952,2013-11-16
52953,2014-10-13
52954,2014-07-09
52955,2014-02-08
52956,2014-11-23
52957,2015-09-21
52958,2015-03-14
52959,2016-01-17
52960,2015-12-14
52961,2014-01-02
52962,2015-08-13
52963,2016-08-09
52964,2015-11-17
52965,2014-05-08
52966,2013-12-25
52967,2015-09-09
52968,2014-06-20
52969,2014-02-14
52970,2014-05-27
52971,2014-02-22
52972,2014-12-28
52973,2014-09-19
52974,2014-09-17
52975,2014-09-05
52976,2014-07-09
52977,2015-06-04
52978,2015-06-03
52979,2015-05-31
52980,2014-12-02
52981,2015-04-26
52982,2015-07-30
52983,2015-10-07
52984,2015-11-14
52985,2016-01-05
52986,2015-02-15
52987,2015-01-16
52988,2016-03-21
52989,2015-12-22
52990,2015-10-30
52991,2015-03-01
52992,2014-10-24
52993,2015-07-21
52994,2015-10-18
52995,2014-07-04
52996,2015-11-30
52997,2015-10-11
52998,2016-07-22
52999,2014-06-26
53000,2016-02-07
53001,2015-07-06
53002,2013-12-29
53003,2014-01-01
53004,2014-02-02
53005,2013-12-30
53006,2013-09-27
53007,2015-01-27
53008,2014-04-11
53009,2014-08-09
53010,2014-07-03
53011,2015-09-19
53012,2014-05-31
53013,2015-09-19
53014,2016-09-10
53015,2015-03-14
53016,2015-01-27
53017,2014-08-18
53018,2014-02-11
53019,2015-01-31
53020,2015-11-16
53021,2013-12-13
53022,2016-03-04
53023,2016-06-25
53024,2016-04-21
53025,2013-12-11
53026,2016-06-04
53027,2016-08-31
53028,2014-06-27
53029,2013-11-29
53030,2014-05-10
53031,2014-12-15
53032,2014-06-28
53033,2013-12-16
53034,2016-06-08
53035,2014-07-25
53036,2016-08-22
53037,2016-05-09
53038,2016-01-31
53039,2014-09-06
53040,2014-02-17
53041,2016-06-24
53042,2015-12-30
53043,2013-12-07
53044,2015-08-29
53045,2015-01-28
53046,2015-11-14
53047,2014-06-02
53048,2014-04-20
53049,2013-12-26
53050,2015-11-12
53051,2015-09-25
53052,2014-07-25
53053,2015-11-14
53054,2014-02-22
53055,2014-08-04
53056,2014-07-12
53057,2014-06-18
53058,2014-06-18
53059,2014-06-18
53060,2014-06-18
53061,2014-06-14
53062,2014-06-30
53063,2014-07-25
53064,2014-06-21
53065,2016-07-04
53066,2016-07-10
53067,2014-02-15
53068,2014-07-25
53069,2014-09-18
53070,2015-12-04
53071,2015-12-12
53072,2014-01-16
53073,2013-12-03
53074,2014-08-30
53075,2014-02-07
53076,2014-02-01
53077,2014-05-19
53078,2013-06-21
53079,2014-11-28
53080,2015-10-10
53081,2015-09-24
53082,2014-12-05
53083,2016-01-05
53084,2014-12-10
53085,2014-06-25
53086,2014-07-19
53087,2014-07-07
53088,2014-06-22
53089,2014-06-19
53090,2014-07-03
53091,2013-12-11
53092,2016-06-07
53093,2014-06-20
53094,2014-04-21
53095,2016-01-24
53096,2013-06-08
53097,2015-05-22
53098,2015-07-17
53099,2015-07-17
53100,2015-07-17
53101,2015-07-17
53102,2015-07-01
53103,2016-04-13
53104,2016-01-13
53105,2015-08-28
53106,2015-12-25
53107,2014-01-24
53108,2016-05-04
53109,2014-10-15
53110,2015-06-25
53111,2013-10-30
53112,2016-01-09
53113,2015-05-12
53114,2014-12-31
53115,2014-09-03
53116,2015-11-20
53117,2012-12-27
53118,2013-12-17
53119,2014-04-06
53120,2014-06-27
53121,2013-12-23
53122,2013-12-21
53123,2014-01-05
53124,2013-12-21
53125,2014-12-12
53126,2014-01-16
53127,2014-04-14
53128,2014-06-20
53129,2014-01-31
53130,2016-06-25
53131,2015-01-11
53132,2014-02-03
53133,2015-11-13
53134,2014-11-08
53135,2014-08-16
53136,2014-08-10
53137,2015-12-27
53138,2015-09-24
53139,2014-05-19
53140,2015-03-10
53141,2014-04-21
53142,2014-03-17
53143,2013-07-11
53144,2014-09-17
53145,2014-09-13
53146,2016-01-20
53147,2014-07-26
53148,2015-02-16
53149,2014-08-31
53150,2014-07-17
53151,2016-02-07
53152,2014-09-01
53153,2014-12-20
53154,2014-09-17
53155,2014-07-14
53156,2014-06-25
53157,2014-09-04
53158,2014-01-10
53159,2014-05-02
53160,2014-02-03
53161,2013-12-04
53162,2013-11-15
53163,2015-08-26
53164,2014-02-11
53165,2016-03-25
53166,2014-11-20
53167,2015-03-29
53168,2015-03-21
53169,2013-12-12
53170,2016-07-01
53171,2015-12-27
53172,2014-11-08
53173,2013-09-27
53174,2014-08-05
53175,2014-08-25
53176,2015-01-19
53177,2014-08-24
53178,2013-12-29
53179,2013-12-29
53180,2013-12-26
53181,2013-12-14
53182,2014-10-03
53183,2014-05-23
53184,2014-01-26
53185,2014-10-16
53186,2015-06-11
53187,2015-10-05
53188,2013-12-15
53189,2015-12-17
53190,2014-10-03
53191,2014-01-01
53192,2013-12-27
53193,2014-12-16
53194,2014-06-30
53195,2014-06-28
53196,2014-07-11
53197,2014-05-24
53198,2014-12-02
53199,2014-11-10
53200,2014-07-04
53201,2014-06-26
53202,2015-08-25
53203,2015-03-17
53204,2014-11-16
53205,2014-09-29
53206,2014-04-13
53207,2013-12-26
53208,2013-12-04
53209,2014-01-28
53210,2014-06-21
53211,2016-03-19
53212,2013-03-29
53213,2015-01-14
53214,2014-04-08
53215,2014-07-17
53216,2014-06-06
53217,2015-10-26
53218,2015-10-10
53219,2014-05-06
53220,2014-05-01
53221,2013-12-23
53222,2013-12-23
53223,2013-12-06
53224,2014-12-22
53225,2014-05-23
53226,2015-09-10
53227,2014-06-23
53228,2014-06-22
53229,2014-06-23
53230,2014-06-22
53231,2015-01-16
53232,2015-12-14
53233,2015-10-07
53234,2015-06-16
53235,2015-09-14
53236,2015-01-22
53237,2014-05-28
53238,2014-05-11
53239,2014-03-07
53240,2014-01-01
53241,2013-12-19
53242,2014-08-18
53243,2014-08-18
53244,2013-09-20
53245,2013-08-25
53246,2013-08-23
53247,2014-04-01
53248,2014-02-26
53249,2014-02-11
53250,2015-04-22
53251,2014-02-22
53252,2014-05-13
53253,2016-01-03
53254,2013-12-11
53255,2016-01-14
53256,2015-07-03
53257,2015-03-02
53258,2014-10-07
53259,2014-03-15
53260,2014-03-12
53261,2015-12-28
53262,2013-06-27
53263,2013-03-30
53264,2012-11-10
53265,2012-11-08
53266,2014-06-23
53267,2014-04-15
53268,2012-12-14
53269,2015-05-06
53270,2016-01-11
53271,2014-10-18
53272,2015-02-28
53273,2015-02-28
53274,2014-10-18
53275,2014-10-16
53276,2014-10-03
53277,2014-06-26
53278,2014-02-01
53279,2014-04-22
53280,2015-02-20
53281,2014-10-19
53282,2014-01-15
53283,2016-04-21
53284,2015-11-02
53285,2014-04-21
53286,2014-02-21
53287,2014-10-26
53288,2014-10-19
53289,2012-11-03
53290,2014-06-07
53291,2014-01-11
53292,2014-09-07
53293,2015-04-23
53294,2016-08-15
53295,2014-07-18
53296,2015-04-26
53297,2014-04-24
53298,2014-06-24
53299,2014-05-16
53300,2015-07-05
53301,2016-04-28
53302,2015-12-17
53303,2015-03-07
53304,2014-12-26
53305,2014-10-19
53306,2014-07-02
53307,2015-07-09
53308,2013-12-18
53309,2014-06-27
53310,2014-09-10
53311,2014-09-25
53312,2014-09-10
53313,2016-07-04
53314,2014-07-30
53315,2015-05-08
53316,2014-06-06
53317,2014-12-30
53318,2014-01-18
53319,2013-12-19
53320,2016-01-15
53321,2014-01-20
53322,2013-12-26
53323,2013-12-29
53324,2014-01-13
53325,2014-10-04
53326,2014-10-04
53327,2014-10-04
53328,2014-10-04
53329,2014-07-25
53330,2014-07-19
53331,2014-06-25
53332,2013-09-26
53333,2016-08-22
53334,2016-05-01
53335,2016-01-23
53336,2015-08-02
53337,2015-07-29
53338,2014-09-11
53339,2015-08-29
53340,2014-01-02
53341,2014-04-11
53342,2014-09-13
53343,2015-05-29
53344,2014-06-21
53345,2015-06-17
53346,2014-02-28
53347,2014-11-06
53348,2016-06-24
53349,2015-01-31
53350,2015-01-24
53351,2014-11-02
53352,2014-03-13
53353,2015-10-28
53354,2015-09-23
53355,2015-12-06
53356,2013-12-21
53357,2014-06-05
53358,2016-01-16
53359,2014-06-23
53360,2014-07-21
53361,2014-04-19
53362,2014-06-14
53363,2014-10-13
53364,2015-06-10
53365,2016-01-05
53366,2015-04-08
53367,2015-07-11
53368,2015-12-17
53369,2013-12-01
53370,2014-05-28
53371,2013-12-05
53372,2014-07-17
53373,2013-09-07
53374,2014-09-13
53375,2013-12-29
53376,2013-09-18
53377,2013-07-01
53378,2013-07-01
53379,2014-02-14
53380,2013-12-04
53381,2015-01-30
53382,2014-12-30
53383,2015-12-03
53384,2014-04-12
53385,2014-02-25
53386,2016-04-22
53387,2014-07-28
53388,2015-04-17
53389,2014-09-05
53390,2014-08-07
53391,2014-01-20
53392,2013-12-31
53393,2014-08-06
53394,2013-12-28
53395,2014-12-07
53396,2014-02-14
53397,2014-06-25
53398,2014-12-06
53399,2014-11-29
53400,2014-11-29
53401,2014-02-28
53402,2014-06-25
53403,2014-01-07
53404,2014-11-11
53405,2014-11-11
53406,2014-11-11
53407,2014-10-31
53408,2013-12-19
53409,2014-06-20
53410,2015-10-26
53411,2016-03-13
53412,2014-04-18
53413,2013-12-19
53414,2013-12-13
53415,2014-12-13
53416,2014-03-16
53417,2015-02-18
53418,2014-10-19
53419,2015-08-28
53420,2015-03-10
53421,2014-11-14
53422,2014-06-23
53423,2013-12-11
53424,2014-06-17
53425,2014-10-24
53426,2014-04-29
53427,2014-02-28
53428,2016-07-03
53429,2013-06-28
53430,2014-09-03
53431,2013-03-11
53432,2014-01-26
53433,2014-01-07
53434,2014-01-26
53435,2013-12-23
53436,2014-01-26
53437,2014-07-26
53438,2014-03-08
53439,2015-05-09
53440,2015-01-27
53441,2015-10-28
53442,2015-10-12
53443,2015-10-12
53444,2015-10-12
53445,2014-10-04
53446,2014-05-16
53447,2014-04-23
53448,2014-03-09
53449,2014-08-02
53450,2015-03-28
53451,2015-07-06
53452,2016-05-29
53453,2014-07-15
53454,2014-04-10
53455,2015-07-06
53456,2015-07-06
53457,2015-07-06
53458,2015-07-06
53459,2016-04-07
53460,2015-02-18
53461,2014-10-16
53462,2016-01-10
53463,2016-01-09
53464,2015-11-27
53465,2015-08-05
53466,2015-06-05
53467,2016-04-24
53468,2014-04-26
53469,2014-06-22
53470,2014-02-02
53471,2015-09-07
53472,2016-07-01
53473,2015-12-08
53474,2014-06-01
53475,2015-11-05
53476,2015-08-10
53477,2014-04-09
53478,2015-06-13
53479,2015-04-08
53480,2013-12-29
53481,2015-07-24
53482,2015-07-25
53483,2015-07-02
53484,2014-07-26
53485,2014-05-01
53486,2016-09-10
53487,2016-04-26
53488,2014-09-24
53489,2014-06-24
53490,2014-08-04
53491,2014-06-24
53492,2014-05-29
53493,2014-06-21
53494,2014-05-29
53495,2014-05-29
53496,2014-05-29
53497,2014-08-06
53498,2014-10-08
53499,2016-04-17
53500,2016-06-16
53501,2016-02-17
53502,2016-06-25
53503,2015-06-30
53504,2014-01-22
53505,2014-08-02
53506,2014-04-16
53507,2013-12-30
53508,2016-03-08
53509,2016-01-09
53510,2015-08-15
53511,2014-03-15
53512,2014-03-28
53513,2014-03-28
53514,2014-03-28
53515,2015-11-21
53516,2015-08-03
53517,2015-04-11
53518,2016-05-16
53519,2014-06-29
53520,2013-11-15
53521,2016-06-29
53522,2014-02-05
53523,2014-07-21
53524,2014-03-27
53525,2015-11-22
53526,2016-01-05
53527,2014-06-06
53528,2013-12-15
53529,2015-11-17
53530,2016-01-09
53531,2014-04-15
53532,2015-05-05
53533,2015-03-18
53534,2015-03-14
53535,2014-08-23
53536,2014-02-18
53537,2014-05-18
53538,2016-06-20
53539,2015-07-08
53540,2016-07-23
53541,2015-02-28
53542,2015-10-12
53543,2014-04-07
53544,2014-03-20
53545,2013-05-07
53546,2013-07-05
53547,2015-11-22
53548,2013-07-19
53549,2013-02-28
53550,2014-03-21
53551,2015-05-07
53552,2014-02-28
53553,2014-02-28
53554,2014-02-01
53555,2014-01-17
53556,2014-07-02
53557,2016-05-22
53558,2014-06-28
53559,2014-01-01
53560,2013-12-20
53561,2013-12-27
53562,2016-02-20
53563,2015-06-05
53564,2014-12-21
53565,2014-12-16
53566,2014-10-04
53567,2014-07-22
53568,2013-12-22
53569,2016-04-09
53570,2015-09-02
53571,2012-12-14
53572,2015-01-12
53573,2014-12-27
53574,2015-05-09
53575,2016-04-17
53576,2015-12-16
53577,2016-07-02
53578,2016-06-03
53579,2016-04-26
53580,2015-06-06
53581,2016-03-19
53582,2015-03-28
53583,2016-04-09
53584,2013-08-31
53585,2013-02-19
53586,2013-04-18
53587,2016-05-28
53588,2016-04-21
53589,2015-08-10
53590,2014-10-16
53591,2014-05-26
53592,2014-01-03
53593,2014-02-04
53594,2014-08-31
53595,2014-07-14
53596,2014-06-26
53597,2014-06-20
53598,2014-06-16
53599,2014-04-26
53600,2014-04-08
53601,2014-04-08
53602,2014-04-08
53603,2014-02-02
53604,2015-03-28
53605,2015-03-28
53606,2015-03-28
53607,2015-03-28
53608,2015-02-14
53609,2016-04-29
53610,2014-01-24
53611,2016-02-13
53612,2015-12-18
53613,2014-10-04
53614,2014-07-12
53615,2015-10-02
53616,2014-08-12
53617,2014-03-26
53618,2014-03-12
53619,2014-02-12
53620,2014-01-26
53621,2013-12-03
53622,2013-12-05
53623,2015-01-12
53624,2015-05-11
53625,2014-10-18
53626,2014-02-24
53627,2015-10-23
53628,2015-01-01
53629,2014-12-31
53630,2014-12-31
53631,2014-09-29
53632,2014-12-28
53633,2015-12-04
53634,2015-11-22
53635,2015-03-28
53636,2014-10-07
53637,2015-02-11
53638,2015-07-25
53639,2015-04-07
53640,2014-09-21
53641,2014-12-06
53642,2014-07-25
53643,2014-04-22
53644,2014-04-14
53645,2015-03-11
53646,2013-12-15
53647,2014-09-26
53648,2015-07-14
53649,2015-10-31
53650,2016-09-03
53651,2014-06-03
53652,2015-08-17
53653,2015-05-07
53654,2016-01-20
53655,2015-12-31
53656,2014-06-27
53657,2014-07-25
53658,2016-05-03
53659,2013-02-15
53660,2015-01-10
53661,2013-12-01
53662,2016-07-29
53663,2014-07-12
53664,2014-06-17
53665,2014-06-17
53666,2014-02-07
53667,2014-08-28
53668,2014-08-13
53669,2013-10-24
53670,2014-07-09
53671,2014-08-22
53672,2014-06-30
53673,2013-11-05
53674,2014-01-28
53675,2013-12-26
53676,2013-09-08
53677,2013-12-14
53678,2014-12-02
53679,2014-12-29
53680,2014-09-03
53681,2015-10-23
53682,2014-05-20
53683,2014-01-07
53684,2014-01-07
53685,2014-01-05
53686,2013-12-23
53687,2014-10-17
53688,2014-07-27
53689,2014-09-29
53690,2015-01-24
53691,2015-01-24
53692,2015-01-24
53693,2015-01-24
53694,2015-05-11
53695,2016-01-30
53696,2015-07-25
53697,2014-05-16
53698,2016-01-28
53699,2014-06-23
53700,2014-07-02
53701,2014-11-29
53702,2014-03-22
53703,2014-05-12
53704,2016-06-19
53705,2016-05-18
53706,2015-04-13
53707,2013-12-07
53708,2014-06-04
53709,2016-07-10
53710,2015-12-26
53711,2016-06-22
53712,2016-05-16
53713,2013-12-13
53714,2014-02-11
53715,2014-04-09
53716,2015-10-03
53717,2015-02-21
53718,2014-05-19
53719,2015-01-10
53720,2013-12-27
53721,2015-12-01
53722,2014-03-10
53723,2015-02-21
53724,2015-12-14
53725,2016-07-08
53726,2014-05-18
53727,2013-11-25
53728,2015-02-06
53729,2015-06-26
53730,2014-09-20
53731,2015-08-01
53732,2014-03-03
53733,2014-02-12
53734,2013-12-24
53735,2014-07-31
53736,2016-07-27
53737,2015-02-21
53738,2014-03-26
53739,2015-09-20
53740,2014-05-09
53741,2014-09-21
53742,2014-02-18
53743,2013-11-10
53744,2013-11-10
53745,2014-06-02
53746,2014-04-17
53747,2013-12-26
53748,2014-12-01
53749,2013-06-21
53750,2013-12-15
53751,2015-08-30
53752,2015-12-31
53753,2015-09-28
53754,2015-06-23
53755,2015-11-10
53756,2014-07-12
53757,2015-05-15
53758,2016-05-14
53759,2015-07-17
53760,2015-01-31
53761,2013-03-22
53762,2014-09-11
53763,2015-03-14
53764,2013-12-08
53765,2014-11-11
53766,2014-09-06
53767,2016-01-15
53768,2015-01-10
53769,2014-11-06
53770,2014-12-01
53771,2014-11-29
53772,2014-11-08
53773,2014-10-31
53774,2014-10-28
53775,2014-11-08
53776,2015-01-11
53777,2015-10-28
53778,2014-06-28
53779,2015-10-04
53780,2014-04-28
53781,2014-08-28
53782,2014-06-07
53783,2013-12-23
53784,2013-12-20
53785,2014-06-05
53786,2014-07-04
53787,2012-12-12
53788,2014-06-14
53789,2014-11-21
53790,2015-06-24
53791,2015-01-16
53792,2015-10-01
53793,2013-11-13
53794,2013-11-13
53795,2015-02-18
53796,2015-07-03
53797,2014-06-28
53798,2013-12-04
53799,2014-02-12
53800,2014-11-14
53801,2014-06-28
53802,2013-12-04
53803,2013-12-04
53804,2013-12-04
53805,2014-09-28
53806,2013-12-30
53807,2014-04-02
53808,2014-06-08
53809,2013-06-09
53810,2014-07-06
53811,2014-07-06
53812,2014-07-14
53813,2014-11-12
53814,2013-01-31
53815,2015-10-09
53816,2015-08-16
53817,2014-08-05
53818,2014-02-26
53819,2015-03-11
53820,2015-02-15
53821,2014-01-18
53822,2014-01-18
53823,2013-03-03
53824,2016-01-15
53825,2015-09-08
53826,2014-05-14
53827,2013-12-31
53828,2016-02-19
53829,2013-12-23
53830,2013-02-01
53831,2015-07-12
53832,2015-10-30
53833,2016-06-03
53834,2015-10-02
53835,2014-12-15
53836,2015-06-26
53837,2015-06-05
53838,2015-05-06
53839,2015-07-05
53840,2014-01-26
53841,2015-02-23
53842,2014-01-08
53843,2015-04-19
53844,2014-12-21
53845,2014-01-01
53846,2014-12-23
53847,2014-12-21
53848,2014-01-25
53849,2015-05-07
53850,2015-04-08
53851,2014-02-16
53852,2014-01-14
53853,2014-01-17
53854,2014-01-17
53855,2014-11-24
53856,2013-12-25
53857,2013-12-29
53858,2014-02-03
53859,2014-02-05
53860,2014-01-19
53861,2014-01-19
53862,2014-05-25
53863,2014-04-21
53864,2014-01-03
53865,2013-06-18
53866,2014-03-14
53867,2015-02-17
53868,2015-09-21
53869,2013-08-22
53870,2014-01-12
53871,2013-12-11
53872,2014-06-23
53873,2014-12-02
53874,2016-08-20
53875,2013-12-07
53876,2013-12-20
53877,2015-05-30
53878,2015-06-07
53879,2015-01-30
53880,2014-03-08
53881,2016-06-28
53882,2013-08-26
53883,2014-04-19
53884,2016-06-28
53885,2016-06-28
53886,2015-06-23
53887,2013-09-02
53888,2015-05-22
53889,2016-03-07
53890,2015-01-01
53891,2013-01-23
53892,2016-02-18
53893,2013-10-26
53894,2014-10-18
53895,2014-10-08
53896,2014-06-13
53897,2014-09-04
53898,2013-12-20
53899,2015-11-14
53900,2013-09-14
53901,2014-11-17
53902,2014-04-12
53903,2013-12-25
53904,2013-03-03
53905,2014-10-02
53906,2014-07-22
53907,2014-06-24
53908,2014-12-16
53909,2014-07-26
53910,2014-01-20
53911,2014-02-10
53912,2014-05-25
53913,2013-12-27
53914,2015-06-02
53915,2014-07-08
53916,2016-01-02
53917,2014-04-15
53918,2014-06-04
53919,2015-12-21
53920,2015-04-21
53921,2015-04-23
53922,2015-08-22
53923,2015-04-21
53924,2015-04-21
53925,2015-04-21
53926,2015-04-21
53927,2014-08-28
53928,2014-02-01
53929,2014-08-01
53930,2014-07-16
53931,2014-12-02
53932,2014-11-23
53933,2014-03-26
53934,2014-03-08
53935,2014-06-01
53936,2014-03-14
53937,2014-06-23
53938,2014-05-28
53939,2014-11-18
53940,2014-09-12
53941,2014-10-02
53942,2014-12-23
53943,2015-05-19
53944,2014-11-11
53945,2015-06-07
53946,2013-12-14
53947,2015-03-25
53948,2014-10-19
53949,2013-12-19
53950,2014-03-08
53951,2014-01-08
53952,2015-06-21
53953,2015-06-08
53954,2015-06-03
53955,2014-08-28
53956,2014-07-24
53957,2014-04-30
53958,2014-02-12
53959,2014-01-19
53960,2013-12-26
53961,2013-12-17
53962,2013-12-17
53963,2013-06-07
53964,2015-10-21
53965,2015-10-21
53966,2015-10-21
53967,2015-10-21
53968,2015-10-21
53969,2015-10-21
53970,2015-10-21
53971,2015-10-21
53972,2016-03-15
53973,2014-02-22
53974,2014-04-29
53975,2014-02-19
53976,2015-10-25
53977,2015-10-25
53978,2015-10-25
53979,2014-02-12
53980,2014-08-06
53981,2013-12-19
53982,2013-12-21
53983,2015-11-07
53984,2015-10-16
53985,2016-06-11
53986,2016-02-23
53987,2015-12-22
53988,2014-08-25
53989,2014-08-24
53990,2016-01-05
53991,2014-11-06
53992,2014-03-22
53993,2014-12-23
53994,2013-12-16
53995,2015-10-19
53996,2014-12-16
53997,2014-10-19
53998,2014-10-18
53999,2014-09-19
54000,2014-02-16
54001,2014-02-12
54002,2014-05-06
54003,2015-11-02
54004,2015-11-02
54005,2014-04-19
54006,2014-03-20
54007,2013-11-30
54008,2014-01-26
54009,2015-11-26
